series_id,date,value
CN_CONSUMER_CONFIDENCE,2014-11-01,105.5
CN_CONSUMER_CONFIDENCE,2014-12-01,105.8
CN_CONSUMER_CONFIDENCE,2015-01-01,105.7
CN_CONSUMER_CONFIDENCE,2015-02-01,109.8
CN_CONSUMER_CONFIDENCE,2015-03-01,107.1
CN_CONSUMER_CONFIDENCE,2015-04-01,107.6
CN_CONSUMER_CONFIDENCE,2015-05-01,109.9
CN_CONSUMER_CONFIDENCE,2015-06-01,105.54
CN_CONSUMER_CONFIDENCE,2015-07-01,104.48
CN_CONSUMER_CONFIDENCE,2015-08-01,104
CN_CONSUMER_CONFIDENCE,2015-09-01,105.6
CN_CONSUMER_CONFIDENCE,2015-10-01,103.8
CN_CONSUMER_CONFIDENCE,2015-11-01,104.1
CN_CONSUMER_CONFIDENCE,2015-12-01,103.7
CN_CONSUMER_CONFIDENCE,2016-01-01,104
CN_CONSUMER_CONFIDENCE,2016-02-01,104.4
CN_CONSUMER_CONFIDENCE,2016-03-01,100
CN_CONSUMER_CONFIDENCE,2016-04-01,101
CN_CONSUMER_CONFIDENCE,2016-05-01,99.8
CN_CONSUMER_CONFIDENCE,2016-06-01,102.9
CN_CONSUMER_CONFIDENCE,2016-07-01,106.8
CN_CONSUMER_CONFIDENCE,2016-08-01,105.6
CN_CONSUMER_CONFIDENCE,2016-09-01,104.6
CN_CONSUMER_CONFIDENCE,2016-10-01,107.2
CN_CONSUMER_CONFIDENCE,2016-11-01,108.6
CN_CONSUMER_CONFIDENCE,2016-12-01,108.4
CN_CONSUMER_CONFIDENCE,2017-01-01,109.2
CN_CONSUMER_CONFIDENCE,2017-02-01,112.6
CN_CONSUMER_CONFIDENCE,2017-03-01,111
CN_CONSUMER_CONFIDENCE,2017-04-01,113.4
CN_CONSUMER_CONFIDENCE,2017-05-01,112
CN_CONSUMER_CONFIDENCE,2017-06-01,113.3
CN_CONSUMER_CONFIDENCE,2017-07-01,114.6
CN_CONSUMER_CONFIDENCE,2017-08-01,114.7
CN_CONSUMER_CONFIDENCE,2017-09-01,118.6
CN_CONSUMER_CONFIDENCE,2017-10-01,123.9
CN_CONSUMER_CONFIDENCE,2017-11-01,121.3
CN_CONSUMER_CONFIDENCE,2017-12-01,122.6
CN_CONSUMER_CONFIDENCE,2018-01-01,122.3
CN_CONSUMER_CONFIDENCE,2018-02-01,124
CN_CONSUMER_CONFIDENCE,2018-03-01,122.3
CN_CONSUMER_CONFIDENCE,2018-04-01,122.9
CN_CONSUMER_CONFIDENCE,2018-05-01,122.9
CN_CONSUMER_CONFIDENCE,2018-06-01,118.2
CN_CONSUMER_CONFIDENCE,2018-07-01,119.7
CN_CONSUMER_CONFIDENCE,2018-08-01,118.6
CN_CONSUMER_CONFIDENCE,2018-09-01,118.5
CN_CONSUMER_CONFIDENCE,2018-10-01,119.1
CN_CONSUMER_CONFIDENCE,2018-11-01,122.1
CN_CONSUMER_CONFIDENCE,2018-12-01,123
CN_CONSUMER_CONFIDENCE,2019-01-01,123.7
CN_CONSUMER_CONFIDENCE,2019-02-01,126
CN_CONSUMER_CONFIDENCE,2019-03-01,124.1
CN_CONSUMER_CONFIDENCE,2019-04-01,125.3
CN_CONSUMER_CONFIDENCE,2019-05-01,123.4
CN_CONSUMER_CONFIDENCE,2019-06-01,125.9
CN_CONSUMER_CONFIDENCE,2019-07-01,124.4
CN_CONSUMER_CONFIDENCE,2019-08-01,122.4
CN_CONSUMER_CONFIDENCE,2019-09-01,124.1
CN_CONSUMER_CONFIDENCE,2019-10-01,124.3
CN_CONSUMER_CONFIDENCE,2019-11-01,124.6
CN_CONSUMER_CONFIDENCE,2019-12-01,126.6
CN_CONSUMER_CONFIDENCE,2020-01-01,126.4
CN_CONSUMER_CONFIDENCE,2020-02-01,118.9
CN_CONSUMER_CONFIDENCE,2020-03-01,122.2
CN_CONSUMER_CONFIDENCE,2020-04-01,116.4
CN_CONSUMER_CONFIDENCE,2020-05-01,115.8
CN_CONSUMER_CONFIDENCE,2020-06-01,112.6
CN_CONSUMER_CONFIDENCE,2020-07-01,117.2
CN_CONSUMER_CONFIDENCE,2020-08-01,116.4
CN_CONSUMER_CONFIDENCE,2020-09-01,120.5
CN_CONSUMER_CONFIDENCE,2020-10-01,121.7
CN_CONSUMER_CONFIDENCE,2020-11-01,124
CN_CONSUMER_CONFIDENCE,2020-12-01,122.1
CN_CONSUMER_CONFIDENCE,2021-01-01,122.8
CN_CONSUMER_CONFIDENCE,2021-02-01,127
CN_CONSUMER_CONFIDENCE,2021-03-01,122.2
CN_CONSUMER_CONFIDENCE,2021-04-01,121.5
CN_CONSUMER_CONFIDENCE,2021-05-01,121.8
CN_CONSUMER_CONFIDENCE,2021-06-01,122.8
CN_CONSUMER_CONFIDENCE,2021-07-01,117.8
CN_CONSUMER_CONFIDENCE,2021-08-01,117.5
CN_CONSUMER_CONFIDENCE,2021-09-01,121.2
CN_CONSUMER_CONFIDENCE,2021-10-01,120.2
CN_CONSUMER_CONFIDENCE,2021-11-01,119.5
CN_CONSUMER_CONFIDENCE,2021-12-01,119.8
CN_CONSUMER_CONFIDENCE,2022-01-01,121.5
CN_CONSUMER_CONFIDENCE,2022-02-01,120.5
CN_CONSUMER_CONFIDENCE,2022-03-01,113.2
CN_CONSUMER_CONFIDENCE,2022-04-01,86.7
CN_CONSUMER_CONFIDENCE,2022-05-01,86.8
CN_CONSUMER_CONFIDENCE,2022-06-01,88.9
CN_CONSUMER_CONFIDENCE,2022-07-01,87.9
CN_CONSUMER_CONFIDENCE,2022-08-01,87
CN_CONSUMER_CONFIDENCE,2022-09-01,87.2
CN_CONSUMER_CONFIDENCE,2022-10-01,86.8
CN_CONSUMER_CONFIDENCE,2022-11-01,85.5
CN_CONSUMER_CONFIDENCE,2022-12-01,88.3
CN_CONSUMER_CONFIDENCE,2023-01-01,91.2
CN_CONSUMER_CONFIDENCE,2023-02-01,94.7
CN_CONSUMER_CONFIDENCE,2023-03-01,94.9
CN_CONSUMER_CONFIDENCE,2023-04-01,87.1
CN_CONSUMER_CONFIDENCE,2023-05-01,88.2
CN_CONSUMER_CONFIDENCE,2023-06-01,86.4
CN_CONSUMER_CONFIDENCE,2023-07-01,86.4
CN_CONSUMER_CONFIDENCE,2023-08-01,86.5
CN_CONSUMER_CONFIDENCE,2023-09-01,87.2
CN_CONSUMER_CONFIDENCE,2023-10-01,87.9
CN_CONSUMER_CONFIDENCE,2023-11-01,87
CN_CONSUMER_CONFIDENCE,2023-12-01,87.6
CN_CONSUMER_CONFIDENCE,2024-01-01,88.9
CN_CONSUMER_CONFIDENCE,2024-02-01,89.1
CN_CONSUMER_CONFIDENCE,2024-03-01,89.4
CN_CONSUMER_CONFIDENCE,2024-04-01,88.2
CN_CONSUMER_CONFIDENCE,2024-05-01,86.4
CN_CONSUMER_CONFIDENCE,2024-06-01,86.2
CN_CONSUMER_CONFIDENCE,2024-07-01,86
CN_CONSUMER_CONFIDENCE,2024-08-01,85.8
CN_CONSUMER_CONFIDENCE,2024-09-01,85.7
CN_CONSUMER_CONFIDENCE,2024-10-01,86.9
CN_CONSUMER_CONFIDENCE,2024-11-01,86.2
CN_CONSUMER_CONFIDENCE,2024-12-01,86.4
CN_CONSUMER_CONFIDENCE,2025-01-01,87.5
CN_CONSUMER_CONFIDENCE,2025-02-01,88.4
CN_CONSUMER_CONFIDENCE,2025-03-01,87.5
CN_CONSUMER_CONFIDENCE,2025-04-01,87.8
CN_CONSUMER_CONFIDENCE,2025-05-01,88
CN_CONSUMER_CONFIDENCE,2025-06-01,87.9
CN_CONSUMER_CONFIDENCE,2025-07-01,89
CN_CONSUMER_CONFIDENCE,2025-08-01,89.2
CN_CONSUMER_CONFIDENCE,2025-09-01,89.6
CN_CONSUMER_CONFIDENCE,2025-10-01,89.4
CN_CONSUMER_CONFIDENCE,2025-11-01,90.3
CN_CONSUMER_CONFIDENCE,2025-12-01,89.5
CN_CONSUMER_CONFIDENCE,2026-01-01,90.6
CN_CONSUMER_CONFIDENCE,2026-02-01,91.6
CN_CONSUMER_CONFIDENCE,2026-03-01,90
CN_CONSUMER_CONFIDENCE,2026-04-01,89
CN_CONSUMER_CONFIDENCE,2026-05-01,89.9
CN_CPI_YOY,2008-01-01,7.0781
CN_CPI_YOY,2008-02-01,8.7443
CN_CPI_YOY,2008-03-01,8.3097
CN_CPI_YOY,2008-04-01,8.4829
CN_CPI_YOY,2008-05-01,7.7163
CN_CPI_YOY,2008-06-01,7.0844
CN_CPI_YOY,2008-07-01,6.302
CN_CPI_YOY,2008-08-01,4.9001
CN_CPI_YOY,2008-09-01,4.6425
CN_CPI_YOY,2008-10-01,3.9744
CN_CPI_YOY,2008-11-01,2.434
CN_CPI_YOY,2008-12-01,1.1999
CN_CPI_YOY,2009-01-01,0.95
CN_CPI_YOY,2009-02-01,-1.5582
CN_CPI_YOY,2009-03-01,-1.1714
CN_CPI_YOY,2009-04-01,-1.5
CN_CPI_YOY,2009-05-01,-1.3713
CN_CPI_YOY,2009-06-01,-1.7
CN_CPI_YOY,2009-07-01,-1.8057
CN_CPI_YOY,2009-08-01,-1.2043
CN_CPI_YOY,2009-09-01,-0.7883
CN_CPI_YOY,2009-10-01,-0.53
CN_CPI_YOY,2009-11-01,0.56
CN_CPI_YOY,2009-12-01,1.8559
CN_CPI_YOY,2010-01-01,1.53
CN_CPI_YOY,2010-02-01,2.6953
CN_CPI_YOY,2010-03-01,2.3707
CN_CPI_YOY,2010-04-01,2.8136
CN_CPI_YOY,2010-05-01,3.0613
CN_CPI_YOY,2010-06-01,2.9499
CN_CPI_YOY,2010-07-01,3.3042
CN_CPI_YOY,2010-08-01,3.4794
CN_CPI_YOY,2010-09-01,3.6056
CN_CPI_YOY,2010-10-01,4.3655
CN_CPI_YOY,2010-11-01,5.1192
CN_CPI_YOY,2010-12-01,4.5859
CN_CPI_YOY,2011-01-01,4.9121
CN_CPI_YOY,2011-02-01,4.9443
CN_CPI_YOY,2011-03-01,5.383
CN_CPI_YOY,2011-04-01,5.3442
CN_CPI_YOY,2011-05-01,5.5146
CN_CPI_YOY,2011-06-01,6.3553
CN_CPI_YOY,2011-07-01,6.4508
CN_CPI_YOY,2011-08-01,6.1514
CN_CPI_YOY,2011-09-01,6.0671
CN_CPI_YOY,2011-10-01,5.4954
CN_CPI_YOY,2011-11-01,4.2246
CN_CPI_YOY,2011-12-01,4.0704
CN_CPI_YOY,2012-01-01,4.5485
CN_CPI_YOY,2012-02-01,3.1613
CN_CPI_YOY,2012-03-01,3.5856
CN_CPI_YOY,2012-04-01,3.3653
CN_CPI_YOY,2012-05-01,3.0008
CN_CPI_YOY,2012-06-01,2.1504
CN_CPI_YOY,2012-07-01,1.8
CN_CPI_YOY,2012-08-01,2
CN_CPI_YOY,2012-09-01,1.9
CN_CPI_YOY,2012-10-01,1.7
CN_CPI_YOY,2012-11-01,2
CN_CPI_YOY,2012-12-01,2.5
CN_CPI_YOY,2013-01-01,2
CN_CPI_YOY,2013-02-01,3.2
CN_CPI_YOY,2013-03-01,2.1
CN_CPI_YOY,2013-04-01,2.4
CN_CPI_YOY,2013-05-01,2.0981
CN_CPI_YOY,2013-06-01,2.7
CN_CPI_YOY,2013-07-01,2.7
CN_CPI_YOY,2013-08-01,2.6
CN_CPI_YOY,2013-09-01,3.1
CN_CPI_YOY,2013-10-01,3.2
CN_CPI_YOY,2013-11-01,3
CN_CPI_YOY,2013-12-01,2.49871692
CN_CPI_YOY,2014-01-01,2.5
CN_CPI_YOY,2014-02-01,2
CN_CPI_YOY,2014-03-01,2.4
CN_CPI_YOY,2014-04-01,1.80138144
CN_CPI_YOY,2014-05-01,2.5
CN_CPI_YOY,2014-06-01,2.3
CN_CPI_YOY,2014-07-01,2.3
CN_CPI_YOY,2014-08-01,2
CN_CPI_YOY,2014-09-01,1.6
CN_CPI_YOY,2014-10-01,1.60114868
CN_CPI_YOY,2014-11-01,1.4
CN_CPI_YOY,2014-12-01,1.5
CN_CPI_YOY,2015-01-01,0.8
CN_CPI_YOY,2015-02-01,1.4
CN_CPI_YOY,2015-03-01,1.4
CN_CPI_YOY,2015-04-01,1.5
CN_CPI_YOY,2015-05-01,1.2
CN_CPI_YOY,2015-06-01,1.4
CN_CPI_YOY,2015-07-01,1.6
CN_CPI_YOY,2015-08-01,2
CN_CPI_YOY,2015-09-01,1.59560463
CN_CPI_YOY,2015-10-01,1.3
CN_CPI_YOY,2015-11-01,1.5
CN_CPI_YOY,2015-12-01,1.6
CN_CPI_YOY,2016-01-01,1.8
CN_CPI_YOY,2016-02-01,2.3
CN_CPI_YOY,2016-03-01,2.3
CN_CPI_YOY,2016-04-01,2.3
CN_CPI_YOY,2016-05-01,2
CN_CPI_YOY,2016-06-01,1.9
CN_CPI_YOY,2016-07-01,1.8
CN_CPI_YOY,2016-08-01,1.3
CN_CPI_YOY,2016-09-01,1.9
CN_CPI_YOY,2016-10-01,2.1
CN_CPI_YOY,2016-11-01,2.3
CN_CPI_YOY,2016-12-01,2.1
CN_CPI_YOY,2017-01-01,2.5
CN_CPI_YOY,2017-02-01,0.8
CN_CPI_YOY,2017-03-01,0.9
CN_CPI_YOY,2017-04-01,1.2
CN_CPI_YOY,2017-05-01,1.5
CN_CPI_YOY,2017-06-01,1.5
CN_CPI_YOY,2017-07-01,1.4
CN_CPI_YOY,2017-08-01,1.8
CN_CPI_YOY,2017-09-01,1.6
CN_CPI_YOY,2017-10-01,1.9
CN_CPI_YOY,2017-11-01,1.7
CN_CPI_YOY,2017-12-01,1.8
CN_CPI_YOY,2018-01-01,1.5
CN_CPI_YOY,2018-02-01,2.9
CN_CPI_YOY,2018-03-01,2.1
CN_CPI_YOY,2018-04-01,1.8
CN_CPI_YOY,2018-05-01,1.8
CN_CPI_YOY,2018-06-01,1.9
CN_CPI_YOY,2018-07-01,2.1
CN_CPI_YOY,2018-08-01,2.3
CN_CPI_YOY,2018-09-01,2.5
CN_CPI_YOY,2018-10-01,2.5
CN_CPI_YOY,2018-11-01,2.2
CN_CPI_YOY,2018-12-01,1.9
CN_CPI_YOY,2019-01-01,1.7
CN_CPI_YOY,2019-02-01,1.5
CN_CPI_YOY,2019-03-01,2.3
CN_CPI_YOY,2019-04-01,2.5
CN_CPI_YOY,2019-05-01,2.7
CN_CPI_YOY,2019-06-01,2.7
CN_CPI_YOY,2019-07-01,2.8
CN_CPI_YOY,2019-08-01,2.8
CN_CPI_YOY,2019-09-01,3
CN_CPI_YOY,2019-10-01,3.8
CN_CPI_YOY,2019-11-01,4.5
CN_CPI_YOY,2019-12-01,4.5
CN_CPI_YOY,2020-01-01,5.4
CN_CPI_YOY,2020-02-01,5.2
CN_CPI_YOY,2020-03-01,4.3
CN_CPI_YOY,2020-04-01,3.3
CN_CPI_YOY,2020-05-01,2.4
CN_CPI_YOY,2020-06-01,2.5
CN_CPI_YOY,2020-07-01,2.7
CN_CPI_YOY,2020-08-01,2.4
CN_CPI_YOY,2020-09-01,1.7
CN_CPI_YOY,2020-10-01,0.5
CN_CPI_YOY,2020-11-01,-0.5
CN_CPI_YOY,2020-12-01,0.2
CN_CPI_YOY,2021-01-01,-0.3
CN_CPI_YOY,2021-02-01,-0.2
CN_CPI_YOY,2021-03-01,0.4
CN_CPI_YOY,2021-04-01,0.9
CN_CPI_YOY,2021-05-01,1.3
CN_CPI_YOY,2021-06-01,1.1
CN_CPI_YOY,2021-07-01,1
CN_CPI_YOY,2021-08-01,0.8
CN_CPI_YOY,2021-09-01,0.7
CN_CPI_YOY,2021-10-01,1.5
CN_CPI_YOY,2021-11-01,2.3
CN_CPI_YOY,2021-12-01,1.5
CN_CPI_YOY,2022-01-01,0.9
CN_CPI_YOY,2022-02-01,0.9
CN_CPI_YOY,2022-03-01,1.5
CN_CPI_YOY,2022-04-01,2.1
CN_CPI_YOY,2022-05-01,2.1
CN_CPI_YOY,2022-06-01,2.5
CN_CPI_YOY,2022-07-01,2.7
CN_CPI_YOY,2022-08-01,2.5
CN_CPI_YOY,2022-09-01,2.8
CN_CPI_YOY,2022-10-01,2.1
CN_CPI_YOY,2022-11-01,1.6
CN_CPI_YOY,2022-12-01,1.8
CN_CPI_YOY,2023-01-01,2.1
CN_CPI_YOY,2023-02-01,1
CN_CPI_YOY,2023-03-01,0.7
CN_CPI_YOY,2023-04-01,0.1
CN_CPI_YOY,2023-05-01,0.2
CN_CPI_YOY,2023-06-01,0
CN_CPI_YOY,2023-07-01,-0.3
CN_CPI_YOY,2023-08-01,0.1
CN_CPI_YOY,2023-09-01,0
CN_CPI_YOY,2023-10-01,-0.2
CN_CPI_YOY,2023-11-01,-0.5
CN_CPI_YOY,2023-12-01,-0.3
CN_CPI_YOY,2024-01-01,-0.8
CN_CPI_YOY,2024-02-01,0.7
CN_CPI_YOY,2024-03-01,0.1
CN_CPI_YOY,2024-04-01,0.3
CN_CPI_YOY,2024-05-01,0.3
CN_CPI_YOY,2024-06-01,0.2
CN_CPI_YOY,2024-07-01,0.5
CN_CPI_YOY,2024-08-01,0.6
CN_CPI_YOY,2024-09-01,0.4
CN_CPI_YOY,2024-10-01,0.3
CN_CPI_YOY,2024-11-01,0.2
CN_CPI_YOY,2024-12-01,0.1
CN_CPI_YOY,2025-01-01,0.5
CN_CPI_YOY,2025-02-01,-0.7
CN_CPI_YOY,2025-03-01,-0.1
CN_CPI_YOY,2025-04-01,-0.1
CN_CPI_YOY,2025-05-01,-0.1
CN_CPI_YOY,2025-06-01,0.1
CN_CPI_YOY,2025-07-01,0
CN_CPI_YOY,2025-08-01,-0.4
CN_CPI_YOY,2025-09-01,-0.3
CN_CPI_YOY,2025-10-01,0.2
CN_CPI_YOY,2025-11-01,0.7
CN_CPI_YOY,2025-12-01,0.8
CN_CPI_YOY,2026-01-01,0.2
CN_CPI_YOY,2026-02-01,1.3
CN_CPI_YOY,2026-03-01,1
CN_CPI_YOY,2026-04-01,1.2
CN_CPI_YOY,2026-05-01,1.2
CN_CPI_YOY,2026-06-01,1
CN_EXPORTS_YOY,2008-01-01,26.6
CN_EXPORTS_YOY,2008-02-01,6.5
CN_EXPORTS_YOY,2008-03-01,30.6
CN_EXPORTS_YOY,2008-04-01,21.8
CN_EXPORTS_YOY,2008-05-01,28.1
CN_EXPORTS_YOY,2008-06-01,17.2
CN_EXPORTS_YOY,2008-07-01,26.9
CN_EXPORTS_YOY,2008-08-01,21.1
CN_EXPORTS_YOY,2008-09-01,21.5
CN_EXPORTS_YOY,2008-10-01,19.2
CN_EXPORTS_YOY,2008-11-01,-2.2
CN_EXPORTS_YOY,2008-12-01,-2.8
CN_EXPORTS_YOY,2009-01-01,-17.5
CN_EXPORTS_YOY,2009-02-01,-25.7
CN_EXPORTS_YOY,2009-03-01,-17.1
CN_EXPORTS_YOY,2009-04-01,-22.6
CN_EXPORTS_YOY,2009-05-01,-26.4
CN_EXPORTS_YOY,2009-06-01,-21.3
CN_EXPORTS_YOY,2009-07-01,-23
CN_EXPORTS_YOY,2009-08-01,-23.4
CN_EXPORTS_YOY,2009-09-01,-15.2
CN_EXPORTS_YOY,2009-10-01,-13.8
CN_EXPORTS_YOY,2009-11-01,-1.2
CN_EXPORTS_YOY,2009-12-01,17.7
CN_EXPORTS_YOY,2010-01-01,21
CN_EXPORTS_YOY,2010-02-01,45.7
CN_EXPORTS_YOY,2010-03-01,24.3
CN_EXPORTS_YOY,2010-04-01,30.5
CN_EXPORTS_YOY,2010-05-01,48.5
CN_EXPORTS_YOY,2010-06-01,43.9
CN_EXPORTS_YOY,2010-07-01,38.1
CN_EXPORTS_YOY,2010-08-01,34.4
CN_EXPORTS_YOY,2010-09-01,25.1
CN_EXPORTS_YOY,2010-10-01,22.9
CN_EXPORTS_YOY,2010-11-01,34.9
CN_EXPORTS_YOY,2010-12-01,17.9
CN_EXPORTS_YOY,2011-01-01,37.7
CN_EXPORTS_YOY,2011-02-01,2.4
CN_EXPORTS_YOY,2011-03-01,35.8
CN_EXPORTS_YOY,2011-04-01,29.9
CN_EXPORTS_YOY,2011-05-01,19.4
CN_EXPORTS_YOY,2011-06-01,17.9
CN_EXPORTS_YOY,2011-07-01,20.4
CN_EXPORTS_YOY,2011-08-01,24.5
CN_EXPORTS_YOY,2011-09-01,17.1
CN_EXPORTS_YOY,2011-10-01,15.9
CN_EXPORTS_YOY,2011-11-01,13.8
CN_EXPORTS_YOY,2011-12-01,13.4
CN_EXPORTS_YOY,2012-01-01,-0.5
CN_EXPORTS_YOY,2012-02-01,18.4
CN_EXPORTS_YOY,2012-03-01,8.9
CN_EXPORTS_YOY,2012-04-01,4.9
CN_EXPORTS_YOY,2012-05-01,15.3
CN_EXPORTS_YOY,2012-06-01,11.3
CN_EXPORTS_YOY,2012-07-01,1
CN_EXPORTS_YOY,2012-08-01,2.7
CN_EXPORTS_YOY,2012-09-01,9.9
CN_EXPORTS_YOY,2012-10-01,11.6
CN_EXPORTS_YOY,2012-11-01,2.9
CN_EXPORTS_YOY,2012-12-01,14.1
CN_EXPORTS_YOY,2013-01-01,25
CN_EXPORTS_YOY,2013-02-01,21.8
CN_EXPORTS_YOY,2013-03-01,10
CN_EXPORTS_YOY,2013-04-01,14.7
CN_EXPORTS_YOY,2013-05-01,1
CN_EXPORTS_YOY,2013-06-01,-3.1
CN_EXPORTS_YOY,2013-07-01,5.1
CN_EXPORTS_YOY,2013-08-01,7.2
CN_EXPORTS_YOY,2013-09-01,-0.3
CN_EXPORTS_YOY,2013-10-01,5.6
CN_EXPORTS_YOY,2013-11-01,12.7
CN_EXPORTS_YOY,2013-12-01,4.3
CN_EXPORTS_YOY,2014-01-01,10.5
CN_EXPORTS_YOY,2014-02-01,-18.1
CN_EXPORTS_YOY,2014-03-01,-6.6
CN_EXPORTS_YOY,2014-04-01,0.8
CN_EXPORTS_YOY,2014-05-01,7.1
CN_EXPORTS_YOY,2014-06-01,7.2
CN_EXPORTS_YOY,2014-07-01,14.4
CN_EXPORTS_YOY,2014-08-01,9.4
CN_EXPORTS_YOY,2014-09-01,15.3
CN_EXPORTS_YOY,2014-10-01,11.6
CN_EXPORTS_YOY,2014-11-01,4.7
CN_EXPORTS_YOY,2014-12-01,9.7
CN_EXPORTS_YOY,2015-01-01,-3.5
CN_EXPORTS_YOY,2015-02-01,48.2
CN_EXPORTS_YOY,2015-03-01,-15.1
CN_EXPORTS_YOY,2015-04-01,-6.6
CN_EXPORTS_YOY,2015-05-01,-3.4
CN_EXPORTS_YOY,2015-06-01,1.5
CN_EXPORTS_YOY,2015-07-01,-9.2
CN_EXPORTS_YOY,2015-08-01,-5.8
CN_EXPORTS_YOY,2015-09-01,-3.9
CN_EXPORTS_YOY,2015-10-01,-7
CN_EXPORTS_YOY,2015-11-01,-7
CN_EXPORTS_YOY,2015-12-01,-1.6
CN_EXPORTS_YOY,2016-01-01,-15.2
CN_EXPORTS_YOY,2016-02-01,-28
CN_EXPORTS_YOY,2016-03-01,7.5
CN_EXPORTS_YOY,2016-04-01,-5.3
CN_EXPORTS_YOY,2016-05-01,-6.9
CN_EXPORTS_YOY,2016-06-01,-6.8
CN_EXPORTS_YOY,2016-07-01,-6.5
CN_EXPORTS_YOY,2016-08-01,-3.8
CN_EXPORTS_YOY,2016-09-01,-10.4
CN_EXPORTS_YOY,2016-10-01,-7.9
CN_EXPORTS_YOY,2016-11-01,-1.5
CN_EXPORTS_YOY,2016-12-01,-6.2
CN_EXPORTS_YOY,2017-01-01,6.6
CN_EXPORTS_YOY,2017-02-01,-2.4
CN_EXPORTS_YOY,2017-03-01,15.4
CN_EXPORTS_YOY,2017-04-01,6.5
CN_EXPORTS_YOY,2017-05-01,7.6
CN_EXPORTS_YOY,2017-06-01,10.3
CN_EXPORTS_YOY,2017-07-01,6.4
CN_EXPORTS_YOY,2017-08-01,4.9
CN_EXPORTS_YOY,2017-09-01,7.9
CN_EXPORTS_YOY,2017-10-01,6.3
CN_EXPORTS_YOY,2017-11-01,11.5
CN_EXPORTS_YOY,2017-12-01,10.9
CN_EXPORTS_YOY,2018-01-01,10.7
CN_EXPORTS_YOY,2018-02-01,43.6
CN_EXPORTS_YOY,2018-03-01,-3
CN_EXPORTS_YOY,2018-04-01,11.9
CN_EXPORTS_YOY,2018-05-01,11.9
CN_EXPORTS_YOY,2018-06-01,10.7
CN_EXPORTS_YOY,2018-07-01,11.6
CN_EXPORTS_YOY,2018-08-01,9.6
CN_EXPORTS_YOY,2018-09-01,13.9
CN_EXPORTS_YOY,2018-10-01,14.3
CN_EXPORTS_YOY,2018-11-01,3.9
CN_EXPORTS_YOY,2018-12-01,-4.4
CN_EXPORTS_YOY,2019-01-01,9.3
CN_EXPORTS_YOY,2019-02-01,-20.7
CN_EXPORTS_YOY,2019-03-01,14
CN_EXPORTS_YOY,2019-04-01,-2.7
CN_EXPORTS_YOY,2019-05-01,1.1
CN_EXPORTS_YOY,2019-06-01,-1.5
CN_EXPORTS_YOY,2019-07-01,3.4
CN_EXPORTS_YOY,2019-08-01,-1
CN_EXPORTS_YOY,2019-09-01,-3.2
CN_EXPORTS_YOY,2019-10-01,-0.8
CN_EXPORTS_YOY,2019-11-01,-1.3
CN_EXPORTS_YOY,2019-12-01,7.9
CN_EXPORTS_YOY,2020-01-01,-2.9
CN_EXPORTS_YOY,2020-02-01,-40.6
CN_EXPORTS_YOY,2020-03-01,-6.9
CN_EXPORTS_YOY,2020-04-01,3.1
CN_EXPORTS_YOY,2020-05-01,-3.5
CN_EXPORTS_YOY,2020-06-01,0.2
CN_EXPORTS_YOY,2020-07-01,6.8
CN_EXPORTS_YOY,2020-08-01,9.1
CN_EXPORTS_YOY,2020-09-01,9.4
CN_EXPORTS_YOY,2020-10-01,10.9
CN_EXPORTS_YOY,2020-11-01,20.6
CN_EXPORTS_YOY,2020-12-01,18.1
CN_EXPORTS_YOY,2021-01-01,24.6
CN_EXPORTS_YOY,2021-02-01,154.9
CN_EXPORTS_YOY,2021-03-01,30.6
CN_EXPORTS_YOY,2021-04-01,32.1
CN_EXPORTS_YOY,2021-05-01,27.7
CN_EXPORTS_YOY,2021-06-01,32.1
CN_EXPORTS_YOY,2021-07-01,19.2
CN_EXPORTS_YOY,2021-08-01,25.4
CN_EXPORTS_YOY,2021-09-01,28
CN_EXPORTS_YOY,2021-10-01,26.9
CN_EXPORTS_YOY,2021-11-01,21.7
CN_EXPORTS_YOY,2021-12-01,20.9
CN_EXPORTS_YOY,2022-01-01,24
CN_EXPORTS_YOY,2022-02-01,6
CN_EXPORTS_YOY,2022-03-01,14.3
CN_EXPORTS_YOY,2022-04-01,3.5
CN_EXPORTS_YOY,2022-05-01,16.4
CN_EXPORTS_YOY,2022-06-01,17.1
CN_EXPORTS_YOY,2022-07-01,18.1
CN_EXPORTS_YOY,2022-08-01,7.4
CN_EXPORTS_YOY,2022-09-01,5.6
CN_EXPORTS_YOY,2022-10-01,-0.3
CN_EXPORTS_YOY,2022-11-01,-9
CN_EXPORTS_YOY,2022-12-01,-9.9
CN_EXPORTS_YOY,2023-01-01,-12
CN_EXPORTS_YOY,2023-02-01,-2.8
CN_EXPORTS_YOY,2023-03-01,10.9
CN_EXPORTS_YOY,2023-04-01,7.1
CN_EXPORTS_YOY,2023-05-01,-7.6
CN_EXPORTS_YOY,2023-06-01,-12.4
CN_EXPORTS_YOY,2023-07-01,-14.2
CN_EXPORTS_YOY,2023-08-01,-8.5
CN_EXPORTS_YOY,2023-09-01,-6.8
CN_EXPORTS_YOY,2023-10-01,-6.6
CN_EXPORTS_YOY,2023-11-01,0.7
CN_EXPORTS_YOY,2023-12-01,2.3
CN_EXPORTS_YOY,2024-01-01,7.7
CN_EXPORTS_YOY,2024-02-01,6.3
CN_EXPORTS_YOY,2024-03-01,-7.6
