series_id,date,value
CN_EXPORTS_YOY,2024-04-01,1.3
CN_EXPORTS_YOY,2024-05-01,7.4
CN_EXPORTS_YOY,2024-06-01,8.5
CN_EXPORTS_YOY,2024-07-01,6.9
CN_EXPORTS_YOY,2024-08-01,8.6
CN_EXPORTS_YOY,2024-09-01,2.4
CN_EXPORTS_YOY,2024-10-01,12.7
CN_EXPORTS_YOY,2024-11-01,6.6
CN_EXPORTS_YOY,2024-12-01,10.7
CN_EXPORTS_YOY,2025-01-01,5.9
CN_EXPORTS_YOY,2025-02-01,-3.1
CN_EXPORTS_YOY,2025-03-01,12.2
CN_EXPORTS_YOY,2025-04-01,8
CN_EXPORTS_YOY,2025-05-01,4.6
CN_EXPORTS_YOY,2025-06-01,5.8
CN_EXPORTS_YOY,2025-07-01,7.1
CN_EXPORTS_YOY,2025-08-01,4.3
CN_EXPORTS_YOY,2025-09-01,8.2
CN_EXPORTS_YOY,2025-10-01,-1.2
CN_EXPORTS_YOY,2025-11-01,5.9
CN_EXPORTS_YOY,2025-12-01,6.6
CN_EXPORTS_YOY,2026-01-01,10
CN_EXPORTS_YOY,2026-02-01,39.6
CN_EXPORTS_YOY,2026-03-01,2.5
CN_EXPORTS_YOY,2026-04-01,14
CN_EXPORTS_YOY,2026-05-01,19.3
CN_EXPORTS_YOY,2026-06-01,27
CN_EXPORTS_YTD_YOY,2008-01-01,26.6
CN_EXPORTS_YTD_YOY,2008-02-01,16.8
CN_EXPORTS_YTD_YOY,2008-03-01,21.4
CN_EXPORTS_YTD_YOY,2008-04-01,21.5
CN_EXPORTS_YTD_YOY,2008-05-01,22.9
CN_EXPORTS_YTD_YOY,2008-06-01,21.8
CN_EXPORTS_YTD_YOY,2008-07-01,22.6
CN_EXPORTS_YTD_YOY,2008-08-01,22.4
CN_EXPORTS_YTD_YOY,2008-09-01,22.2
CN_EXPORTS_YTD_YOY,2008-10-01,21.9
CN_EXPORTS_YTD_YOY,2008-11-01,19.3
CN_EXPORTS_YTD_YOY,2008-12-01,17.2
CN_EXPORTS_YTD_YOY,2009-01-01,-17.5
CN_EXPORTS_YTD_YOY,2009-02-01,-21.1
CN_EXPORTS_YTD_YOY,2009-03-01,-19.7
CN_EXPORTS_YTD_YOY,2009-04-01,-20.5
CN_EXPORTS_YTD_YOY,2009-05-01,-21.8
CN_EXPORTS_YTD_YOY,2009-06-01,-21.8
CN_EXPORTS_YTD_YOY,2009-07-01,-22
CN_EXPORTS_YTD_YOY,2009-08-01,-22.2
CN_EXPORTS_YTD_YOY,2009-09-01,-21.3
CN_EXPORTS_YTD_YOY,2009-10-01,-20.5
CN_EXPORTS_YTD_YOY,2009-11-01,-18.8
CN_EXPORTS_YTD_YOY,2009-12-01,-16
CN_EXPORTS_YTD_YOY,2010-01-01,21
CN_EXPORTS_YTD_YOY,2010-02-01,31.4
CN_EXPORTS_YTD_YOY,2010-03-01,28.7
CN_EXPORTS_YTD_YOY,2010-04-01,29.2
CN_EXPORTS_YTD_YOY,2010-05-01,33.2
CN_EXPORTS_YTD_YOY,2010-06-01,35.2
CN_EXPORTS_YTD_YOY,2010-07-01,35.6
CN_EXPORTS_YTD_YOY,2010-08-01,35.5
CN_EXPORTS_YTD_YOY,2010-09-01,34
CN_EXPORTS_YTD_YOY,2010-10-01,32.7
CN_EXPORTS_YTD_YOY,2010-11-01,33
CN_EXPORTS_YTD_YOY,2010-12-01,31.3
CN_EXPORTS_YTD_YOY,2011-01-01,37.7
CN_EXPORTS_YTD_YOY,2011-02-01,21.3
CN_EXPORTS_YTD_YOY,2011-03-01,26.5
CN_EXPORTS_YTD_YOY,2011-04-01,27.4
CN_EXPORTS_YTD_YOY,2011-05-01,25.5
CN_EXPORTS_YTD_YOY,2011-06-01,24
CN_EXPORTS_YTD_YOY,2011-07-01,23.4
CN_EXPORTS_YTD_YOY,2011-08-01,23.6
CN_EXPORTS_YTD_YOY,2011-09-01,22.7
CN_EXPORTS_YTD_YOY,2011-10-01,22
CN_EXPORTS_YTD_YOY,2011-11-01,21.1
CN_EXPORTS_YTD_YOY,2011-12-01,20.3
CN_EXPORTS_YTD_YOY,2012-01-01,-0.5
CN_EXPORTS_YTD_YOY,2012-02-01,6.9
CN_EXPORTS_YTD_YOY,2012-03-01,7.6
CN_EXPORTS_YTD_YOY,2012-04-01,6.9
CN_EXPORTS_YTD_YOY,2012-05-01,8.7
CN_EXPORTS_YTD_YOY,2012-06-01,9.2
CN_EXPORTS_YTD_YOY,2012-07-01,7.8
CN_EXPORTS_YTD_YOY,2012-08-01,7.1
CN_EXPORTS_YTD_YOY,2012-09-01,7.4
CN_EXPORTS_YTD_YOY,2012-10-01,7.8
CN_EXPORTS_YTD_YOY,2012-11-01,7.3
CN_EXPORTS_YTD_YOY,2012-12-01,7.9
CN_EXPORTS_YTD_YOY,2013-01-01,25
CN_EXPORTS_YTD_YOY,2013-02-01,23.6
CN_EXPORTS_YTD_YOY,2013-03-01,18.4
CN_EXPORTS_YTD_YOY,2013-04-01,17.4
CN_EXPORTS_YTD_YOY,2013-05-01,13.5
CN_EXPORTS_YTD_YOY,2013-06-01,10.4
CN_EXPORTS_YTD_YOY,2013-07-01,9.5
CN_EXPORTS_YTD_YOY,2013-08-01,9.2
CN_EXPORTS_YTD_YOY,2013-09-01,8
CN_EXPORTS_YTD_YOY,2013-10-01,7.8
CN_EXPORTS_YTD_YOY,2013-11-01,8.3
CN_EXPORTS_YTD_YOY,2013-12-01,7.9
CN_EXPORTS_YTD_YOY,2014-01-01,10.5
CN_EXPORTS_YTD_YOY,2014-02-01,-1.7
CN_EXPORTS_YTD_YOY,2014-03-01,-3.5
CN_EXPORTS_YTD_YOY,2014-04-01,-2.3
CN_EXPORTS_YTD_YOY,2014-05-01,-0.3
CN_EXPORTS_YTD_YOY,2014-06-01,0.9
CN_EXPORTS_YTD_YOY,2014-07-01,2.9
CN_EXPORTS_YTD_YOY,2014-08-01,3.8
CN_EXPORTS_YTD_YOY,2014-09-01,5.1
CN_EXPORTS_YTD_YOY,2014-10-01,5.8
CN_EXPORTS_YTD_YOY,2014-11-01,5.7
CN_EXPORTS_YTD_YOY,2014-12-01,6.1
CN_EXPORTS_YTD_YOY,2015-01-01,-3.5
CN_EXPORTS_YTD_YOY,2015-02-01,14.9
CN_EXPORTS_YTD_YOY,2015-03-01,4.5
CN_EXPORTS_YTD_YOY,2015-04-01,1.4
CN_EXPORTS_YTD_YOY,2015-05-01,0.3
CN_EXPORTS_YTD_YOY,2015-06-01,0.5
CN_EXPORTS_YTD_YOY,2015-07-01,-1.1
CN_EXPORTS_YTD_YOY,2015-08-01,-1.8
CN_EXPORTS_YTD_YOY,2015-09-01,-2
CN_EXPORTS_YTD_YOY,2015-10-01,-2.6
CN_EXPORTS_YTD_YOY,2015-11-01,-3
CN_EXPORTS_YTD_YOY,2015-12-01,-2.9
CN_EXPORTS_YTD_YOY,2016-01-01,-15.2
CN_EXPORTS_YTD_YOY,2016-02-01,-21.1
CN_EXPORTS_YTD_YOY,2016-03-01,-13
CN_EXPORTS_YTD_YOY,2016-04-01,-11
CN_EXPORTS_YTD_YOY,2016-05-01,-10.2
CN_EXPORTS_YTD_YOY,2016-06-01,-9.6
CN_EXPORTS_YTD_YOY,2016-07-01,-9.1
CN_EXPORTS_YTD_YOY,2016-08-01,-8.4
CN_EXPORTS_YTD_YOY,2016-09-01,-8.6
CN_EXPORTS_YTD_YOY,2016-10-01,-8.6
CN_EXPORTS_YTD_YOY,2016-11-01,-7.9
CN_EXPORTS_YTD_YOY,2016-12-01,-7.7
CN_EXPORTS_YTD_YOY,2017-01-01,6.6
CN_EXPORTS_YTD_YOY,2017-02-01,2.8
CN_EXPORTS_YTD_YOY,2017-03-01,7.2
CN_EXPORTS_YTD_YOY,2017-04-01,7
CN_EXPORTS_YTD_YOY,2017-05-01,7.1
CN_EXPORTS_YTD_YOY,2017-06-01,7.7
CN_EXPORTS_YTD_YOY,2017-07-01,7.5
CN_EXPORTS_YTD_YOY,2017-08-01,7.1
CN_EXPORTS_YTD_YOY,2017-09-01,7.2
CN_EXPORTS_YTD_YOY,2017-10-01,7.1
CN_EXPORTS_YTD_YOY,2017-11-01,7.6
CN_EXPORTS_YTD_YOY,2017-12-01,7.9
CN_EXPORTS_YTD_YOY,2018-01-01,10.7
CN_EXPORTS_YTD_YOY,2018-02-01,23.7
CN_EXPORTS_YTD_YOY,2018-03-01,13.7
CN_EXPORTS_YTD_YOY,2018-04-01,13.2
CN_EXPORTS_YTD_YOY,2018-05-01,12.9
CN_EXPORTS_YTD_YOY,2018-06-01,12.5
CN_EXPORTS_YTD_YOY,2018-07-01,12.4
CN_EXPORTS_YTD_YOY,2018-08-01,12
CN_EXPORTS_YTD_YOY,2018-09-01,12.2
CN_EXPORTS_YTD_YOY,2018-10-01,12.4
CN_EXPORTS_YTD_YOY,2018-11-01,11.5
CN_EXPORTS_YTD_YOY,2018-12-01,9.9
CN_EXPORTS_YTD_YOY,2019-01-01,9.3
CN_EXPORTS_YTD_YOY,2019-02-01,-4.5
CN_EXPORTS_YTD_YOY,2019-03-01,1.4
CN_EXPORTS_YTD_YOY,2019-04-01,0.3
CN_EXPORTS_YTD_YOY,2019-05-01,0.5
CN_EXPORTS_YTD_YOY,2019-06-01,0.1
CN_EXPORTS_YTD_YOY,2019-07-01,0.6
CN_EXPORTS_YTD_YOY,2019-08-01,0.4
CN_EXPORTS_YTD_YOY,2019-09-01,0
CN_EXPORTS_YTD_YOY,2019-10-01,-0.1
CN_EXPORTS_YTD_YOY,2019-11-01,-0.2
CN_EXPORTS_YTD_YOY,2019-12-01,0.5
CN_EXPORTS_YTD_YOY,2020-01-01,-2.9
CN_EXPORTS_YTD_YOY,2020-02-01,-17.4
CN_EXPORTS_YTD_YOY,2020-03-01,-13.6
CN_EXPORTS_YTD_YOY,2020-04-01,-9.3
CN_EXPORTS_YTD_YOY,2020-05-01,-8
CN_EXPORTS_YTD_YOY,2020-06-01,-6.5
CN_EXPORTS_YTD_YOY,2020-07-01,-4.4
CN_EXPORTS_YTD_YOY,2020-08-01,-2.6
CN_EXPORTS_YTD_YOY,2020-09-01,-1.1
CN_EXPORTS_YTD_YOY,2020-10-01,0.1
CN_EXPORTS_YTD_YOY,2020-11-01,2.1
CN_EXPORTS_YTD_YOY,2020-12-01,3.6
CN_EXPORTS_YTD_YOY,2021-01-01,24.6
CN_EXPORTS_YTD_YOY,2021-02-01,60.4
CN_EXPORTS_YTD_YOY,2021-03-01,48.8
CN_EXPORTS_YTD_YOY,2021-04-01,43.9
CN_EXPORTS_YTD_YOY,2021-05-01,40.1
CN_EXPORTS_YTD_YOY,2021-06-01,38.5
CN_EXPORTS_YTD_YOY,2021-07-01,35.1
CN_EXPORTS_YTD_YOY,2021-08-01,33.6
CN_EXPORTS_YTD_YOY,2021-09-01,32.9
CN_EXPORTS_YTD_YOY,2021-10-01,32.2
CN_EXPORTS_YTD_YOY,2021-11-01,31
CN_EXPORTS_YTD_YOY,2021-12-01,29.9
CN_EXPORTS_YTD_YOY,2022-01-01,24
CN_EXPORTS_YTD_YOY,2022-02-01,16.1
CN_EXPORTS_YTD_YOY,2022-03-01,15.5
CN_EXPORTS_YTD_YOY,2022-04-01,12.3
CN_EXPORTS_YTD_YOY,2022-05-01,13.2
CN_EXPORTS_YTD_YOY,2022-06-01,13.9
CN_EXPORTS_YTD_YOY,2022-07-01,14.5
CN_EXPORTS_YTD_YOY,2022-08-01,13.6
CN_EXPORTS_YTD_YOY,2022-09-01,12.5
CN_EXPORTS_YTD_YOY,2022-10-01,11.1
CN_EXPORTS_YTD_YOY,2022-11-01,8.9
CN_EXPORTS_YTD_YOY,2022-12-01,7
CN_EXPORTS_YTD_YOY,2023-01-01,-12
CN_EXPORTS_YTD_YOY,2023-02-01,-8.4
CN_EXPORTS_YTD_YOY,2023-03-01,-1.9
CN_EXPORTS_YTD_YOY,2023-04-01,0.4
CN_EXPORTS_YTD_YOY,2023-05-01,-1.4
CN_EXPORTS_YTD_YOY,2023-06-01,-3.5
CN_EXPORTS_YTD_YOY,2023-07-01,-5.2
CN_EXPORTS_YTD_YOY,2023-08-01,-5.6
CN_EXPORTS_YTD_YOY,2023-09-01,-5.8
CN_EXPORTS_YTD_YOY,2023-10-01,-5.9
CN_EXPORTS_YTD_YOY,2023-11-01,-5.3
CN_EXPORTS_YTD_YOY,2023-12-01,-4.6
CN_EXPORTS_YTD_YOY,2024-01-01,7.7
CN_EXPORTS_YTD_YOY,2024-02-01,7.1
CN_EXPORTS_YTD_YOY,2024-03-01,1.5
CN_EXPORTS_YTD_YOY,2024-04-01,1.5
CN_EXPORTS_YTD_YOY,2024-05-01,2.7
CN_EXPORTS_YTD_YOY,2024-06-01,3.7
CN_EXPORTS_YTD_YOY,2024-07-01,4.2
CN_EXPORTS_YTD_YOY,2024-08-01,4.7
CN_EXPORTS_YTD_YOY,2024-09-01,4.5
CN_EXPORTS_YTD_YOY,2024-10-01,5.3
CN_EXPORTS_YTD_YOY,2024-11-01,5.4
CN_EXPORTS_YTD_YOY,2024-12-01,5.9
CN_EXPORTS_YTD_YOY,2025-01-01,5.9
CN_EXPORTS_YTD_YOY,2025-02-01,2.1
CN_EXPORTS_YTD_YOY,2025-03-01,5.6
CN_EXPORTS_YTD_YOY,2025-04-01,6.2
CN_EXPORTS_YTD_YOY,2025-05-01,5.9
CN_EXPORTS_YTD_YOY,2025-06-01,5.9
CN_EXPORTS_YTD_YOY,2025-07-01,6
CN_EXPORTS_YTD_YOY,2025-08-01,5.8
CN_EXPORTS_YTD_YOY,2025-09-01,6.1
CN_EXPORTS_YTD_YOY,2025-10-01,5.3
CN_EXPORTS_YTD_YOY,2025-11-01,5.4
CN_EXPORTS_YTD_YOY,2025-12-01,5.5
CN_EXPORTS_YTD_YOY,2026-01-01,10
CN_EXPORTS_YTD_YOY,2026-02-01,21.8
CN_EXPORTS_YTD_YOY,2026-03-01,14.7
CN_EXPORTS_YTD_YOY,2026-04-01,14.5
CN_EXPORTS_YTD_YOY,2026-05-01,15.5
CN_EXPORTS_YTD_YOY,2026-06-01,17.6
CN_FAI_YOY,2013-03-01,21.52
CN_FAI_YOY,2013-04-01,19.84
CN_FAI_YOY,2013-05-01,19.68
CN_FAI_YOY,2013-06-01,19.91
CN_FAI_YOY,2013-07-01,20.25
CN_FAI_YOY,2013-08-01,21.43
CN_FAI_YOY,2013-09-01,19.64
CN_FAI_YOY,2013-10-01,19.24
CN_FAI_YOY,2013-11-01,17.57
CN_FAI_YOY,2013-12-01,17.22
CN_FAI_YOY,2014-03-01,17.34
CN_FAI_YOY,2014-04-01,16.64
CN_FAI_YOY,2014-05-01,16.91
CN_FAI_YOY,2014-06-01,17.86
CN_FAI_YOY,2014-07-01,15.64
CN_FAI_YOY,2014-08-01,13.31
CN_FAI_YOY,2014-09-01,11.52
CN_FAI_YOY,2014-10-01,13.92
CN_FAI_YOY,2014-11-01,13.36
CN_FAI_YOY,2014-12-01,12.58
CN_FAI_YOY,2015-03-01,13.13
CN_FAI_YOY,2015-04-01,9.58
CN_FAI_YOY,2015-05-01,9.92
CN_FAI_YOY,2015-06-01,11.57
CN_FAI_YOY,2015-07-01,9.88
CN_FAI_YOY,2015-08-01,9.11
CN_FAI_YOY,2015-09-01,6.83
CN_FAI_YOY,2015-10-01,9.34
CN_FAI_YOY,2015-11-01,10.8
CN_FAI_YOY,2015-12-01,6.81
CN_FAI_YOY,2016-03-01,11.16
CN_FAI_YOY,2016-04-01,10.08
CN_FAI_YOY,2016-05-01,7.44
CN_FAI_YOY,2016-06-01,7.29
CN_FAI_YOY,2016-07-01,3.89
CN_FAI_YOY,2016-08-01,8.19
CN_FAI_YOY,2016-09-01,9.02
CN_FAI_YOY,2016-10-01,8.75
CN_FAI_YOY,2016-11-01,8.77
CN_FAI_YOY,2016-12-01,6.52
CN_FAI_YOY,2017-03-01,9.54
CN_FAI_YOY,2017-04-01,8.13
CN_FAI_YOY,2017-05-01,7.83
CN_FAI_YOY,2017-06-01,8.77
CN_FAI_YOY,2017-07-01,6.51
CN_FAI_YOY,2017-08-01,3.84
CN_FAI_YOY,2017-09-01,6.21
CN_FAI_YOY,2017-10-01,3.16
CN_FAI_YOY,2017-11-01,5.77
CN_FAI_YOY,2017-12-01,-2.29
CN_FAI_YOY,2018-03-01,7.13
CN_FAI_YOY,2018-04-01,6.02
CN_FAI_YOY,2018-05-01,3.86
CN_FAI_YOY,2018-06-01,5.7
CN_FAI_YOY,2018-07-01,2.95
CN_FAI_YOY,2018-08-01,4.62
CN_FAI_YOY,2018-09-01,6.15
CN_FAI_YOY,2018-10-01,8.06
CN_FAI_YOY,2018-11-01,7.79
CN_FAI_YOY,2018-12-01,-53.43
CN_FAI_YOY,2019-03-01,1.58
CN_FAI_YOY,2019-04-01,0.52
CN_FAI_YOY,2019-05-01,0.2
CN_FAI_YOY,2019-06-01,0.33
CN_FAI_YOY,2019-07-01,-14.86
CN_FAI_YOY,2019-08-01,-12.84
CN_FAI_YOY,2019-09-01,-11.29
CN_FAI_YOY,2019-10-01,-22.53
CN_FAI_YOY,2019-11-01,-62.99
CN_FAI_YOY,2019-12-01,-32.65
CN_FAI_YOY,2020-03-01,-10.87
CN_FAI_YOY,2020-04-01,-2.22
CN_FAI_YOY,2020-05-01,0.91
CN_FAI_YOY,2020-06-01,1.06
CN_FAI_YOY,2020-07-01,-4.38
CN_FAI_YOY,2020-08-01,-4.09
CN_FAI_YOY,2020-09-01,-4.75
CN_FAI_YOY,2020-10-01,-5.87
CN_FAI_YOY,2020-11-01,-28.77
CN_FAI_YOY,2020-12-01,8.94
CN_FAI_YOY,2021-03-01,-0.13
CN_FAI_YOY,2021-04-01,-9.24
CN_FAI_YOY,2021-05-01,-19.65
CN_FAI_YOY,2021-06-01,-24.79
CN_FAI_YOY,2021-07-01,-2.05
CN_FAI_YOY,2021-08-01,-10.56
CN_FAI_YOY,2021-09-01,-11.75
CN_FAI_YOY,2021-10-01,2.64
CN_FAI_YOY,2021-11-01,196.65
CN_FAI_YOY,2021-12-01,160.84
CN_FAI_YOY,2022-03-01,6.6
CN_FAI_YOY,2022-04-01,1.8
CN_FAI_YOY,2022-05-01,4.6
CN_FAI_YOY,2022-06-01,5.62
CN_FAI_YOY,2022-07-01,3.75
CN_FAI_YOY,2022-08-01,6.57
CN_FAI_YOY,2022-09-01,6.66
CN_FAI_YOY,2022-10-01,4.27
CN_FAI_YOY,2022-11-01,0.67
CN_FAI_YOY,2022-12-01,3.23
CN_FAI_YOY,2023-03-01,-0.75
CN_FAI_YOY,2023-04-01,-17.41
CN_FAI_YOY,2023-05-01,-21.15
CN_FAI_YOY,2023-06-01,-17.06
CN_FAI_YOY,2023-07-01,-11.57
CN_FAI_YOY,2023-08-01,-13
CN_FAI_YOY,2023-09-01,-11.62
CN_FAI_YOY,2023-10-01,-11.34
CN_FAI_YOY,2023-11-01,-14.78
CN_FAI_YOY,2023-12-01,-18.95
CN_FAI_YOY,2024-03-01,-8.4
CN_FAI_YOY,2024-04-01,7.86
CN_FAI_YOY,2024-05-01,7.92
CN_FAI_YOY,2024-06-01,5.69
CN_FAI_YOY,2024-07-01,-1.32
CN_FAI_YOY,2024-08-01,1.53
CN_FAI_YOY,2024-09-01,3.33
CN_FAI_YOY,2024-10-01,-0.29
CN_FAI_YOY,2024-11-01,2.93
CN_FAI_YOY,2024-12-01,14.95
CN_FAI_YOY,2025-03-01,2.76
CN_FAI_YOY,2025-04-01,1.13
CN_FAI_YOY,2025-05-01,0.71
CN_FAI_YOY,2025-06-01,-1.18
CN_FAI_YOY,2025-07-01,-6.26
CN_FAI_YOY,2025-08-01,-9.32
CN_FAI_YOY,2025-09-01,-8.41
CN_FAI_YOY,2025-10-01,-15.52
CN_FAI_YOY,2025-11-01,-17.59
CN_FAI_YOY,2025-12-01,-15.21
CN_FAI_YOY,2026-03-01,-1.12
CN_FAI_YOY,2026-04-01,-12.01
CN_FAI_YOY,2026-05-01,-17.15
CN_FAI_YOY,2026-06-01,-15.6
CN_FX_RESERVES,2008-01-01,15898.104
CN_FX_RESERVES,2008-02-01,16471.3371
CN_FX_RESERVES,2008-03-01,16821.77
CN_FX_RESERVES,2008-04-01,17566.5514
CN_FX_RESERVES,2008-05-01,17969.6074
CN_FX_RESERVES,2008-06-01,18088.2805
CN_FX_RESERVES,2008-07-01,18451.6418
CN_FX_RESERVES,2008-08-01,18841.5279
CN_FX_RESERVES,2008-09-01,19055.8452
CN_FX_RESERVES,2008-10-01,18796.88
CN_FX_RESERVES,2008-11-01,18847.17
CN_FX_RESERVES,2008-12-01,19460.3
CN_FX_RESERVES,2009-01-01,19134.56
CN_FX_RESERVES,2009-02-01,19120.66
CN_FX_RESERVES,2009-03-01,19537.41
CN_FX_RESERVES,2009-04-01,20088.8
CN_FX_RESERVES,2009-05-01,20894.91
CN_FX_RESERVES,2009-06-01,21316.06
CN_FX_RESERVES,2009-07-01,21746.1791
CN_FX_RESERVES,2009-08-01,22108.2688
CN_FX_RESERVES,2009-09-01,22725.9517
CN_FX_RESERVES,2009-10-01,23282.72
CN_FX_RESERVES,2009-11-01,23887.8847
CN_FX_RESERVES,2009-12-01,23991.5229
CN_FX_RESERVES,2010-01-01,24152.21
CN_FX_RESERVES,2010-02-01,24245.9067
CN_FX_RESERVES,2010-03-01,24470.84
CN_FX_RESERVES,2010-04-01,24905.12
CN_FX_RESERVES,2010-05-01,24395.0578
CN_FX_RESERVES,2010-06-01,24542.748
CN_FX_RESERVES,2010-07-01,25388.94
CN_FX_RESERVES,2010-08-01,25478.38
CN_FX_RESERVES,2010-09-01,26483.03
CN_FX_RESERVES,2010-10-01,27608.99
CN_FX_RESERVES,2010-11-01,27678.09
CN_FX_RESERVES,2010-12-01,28473.38
CN_FX_RESERVES,2011-01-01,29316.74
CN_FX_RESERVES,2011-02-01,29913.86
CN_FX_RESERVES,2011-03-01,30446.74
CN_FX_RESERVES,2011-04-01,31458.43
CN_FX_RESERVES,2011-05-01,31659.97
CN_FX_RESERVES,2011-06-01,31974.9082
CN_FX_RESERVES,2011-07-01,32452.83
CN_FX_RESERVES,2011-08-01,32624.99
CN_FX_RESERVES,2011-09-01,32016.83
CN_FX_RESERVES,2011-10-01,32737.96
CN_FX_RESERVES,2011-11-01,32209.07
CN_FX_RESERVES,2011-12-01,31811.48
CN_FX_RESERVES,2012-01-01,32536.31
CN_FX_RESERVES,2012-02-01,33096.57
CN_FX_RESERVES,2012-03-01,33049.71
CN_FX_RESERVES,2012-04-01,32989.13
CN_FX_RESERVES,2012-05-01,32061.09
CN_FX_RESERVES,2012-06-01,32400.05
CN_FX_RESERVES,2012-07-01,32399.52
CN_FX_RESERVES,2012-08-01,32729.01
CN_FX_RESERVES,2012-09-01,32850.95
CN_FX_RESERVES,2012-10-01,32874.2558
CN_FX_RESERVES,2012-11-01,32976.7139
CN_FX_RESERVES,2012-12-01,33115.8923
CN_FX_RESERVES,2013-01-01,34100.61
CN_FX_RESERVES,2013-02-01,33954.18
CN_FX_RESERVES,2013-03-01,34426.49
CN_FX_RESERVES,2013-04-01,35344.82
CN_FX_RESERVES,2013-05-01,35148.074
CN_FX_RESERVES,2013-06-01,34966.86
CN_FX_RESERVES,2013-07-01,35478.1
CN_FX_RESERVES,2013-08-01,35530.43
CN_FX_RESERVES,2013-09-01,36626.62
CN_FX_RESERVES,2013-10-01,37365.87
CN_FX_RESERVES,2013-11-01,37894.51
CN_FX_RESERVES,2013-12-01,38213.15
CN_FX_RESERVES,2014-01-01,38666.4062
CN_FX_RESERVES,2014-02-01,39137.3922
CN_FX_RESERVES,2014-03-01,39480.9654
CN_FX_RESERVES,2014-04-01,39787.9516
CN_FX_RESERVES,2014-05-01,39838.90411
CN_FX_RESERVES,2014-06-01,39932.1272
CN_FX_RESERVES,2014-07-01,39662.67
CN_FX_RESERVES,2014-08-01,39688.25
CN_FX_RESERVES,2014-09-01,38877
CN_FX_RESERVES,2014-10-01,38529.1824
CN_FX_RESERVES,2014-11-01,38473.5402
CN_FX_RESERVES,2014-12-01,38430.1794
CN_FX_RESERVES,2015-01-01,38134.1378
CN_FX_RESERVES,2015-02-01,38015.0251
CN_FX_RESERVES,2015-03-01,37300.3795
CN_FX_RESERVES,2015-04-01,37481.42
CN_FX_RESERVES,2015-05-01,37111.43
CN_FX_RESERVES,2015-06-01,36938.38
CN_FX_RESERVES,2015-07-01,36513.0989
CN_FX_RESERVES,2015-08-01,35573.81
CN_FX_RESERVES,2015-09-01,35141.2
CN_FX_RESERVES,2015-10-01,35255.07
CN_FX_RESERVES,2015-11-01,34382.84
CN_FX_RESERVES,2015-12-01,33303.62
CN_FX_RESERVES,2016-01-01,32308.93
CN_FX_RESERVES,2016-02-01,32023.21
CN_FX_RESERVES,2016-03-01,32125.79
CN_FX_RESERVES,2016-04-01,32196.68
CN_FX_RESERVES,2016-05-01,31917.36
CN_FX_RESERVES,2016-06-01,32051.62
CN_FX_RESERVES,2016-07-01,32010.57
CN_FX_RESERVES,2016-08-01,31851.67
CN_FX_RESERVES,2016-09-01,31663.82
CN_FX_RESERVES,2016-10-01,31206.55
CN_FX_RESERVES,2016-11-01,30515.98
CN_FX_RESERVES,2016-12-01,30105.17
CN_FX_RESERVES,2017-01-01,29982.04
CN_FX_RESERVES,2017-02-01,30051.24
CN_FX_RESERVES,2017-03-01,30090.88
CN_FX_RESERVES,2017-04-01,30295.33
CN_FX_RESERVES,2017-05-01,30535.67
CN_FX_RESERVES,2017-06-01,30567.89
CN_FX_RESERVES,2017-07-01,30807.2
CN_FX_RESERVES,2017-08-01,30915.27
CN_FX_RESERVES,2017-09-01,31085.1
CN_FX_RESERVES,2017-10-01,31092.13
CN_FX_RESERVES,2017-11-01,31192.77
CN_FX_RESERVES,2017-12-01,31399.49
CN_FX_RESERVES,2018-01-01,31614.57
CN_FX_RESERVES,2018-02-01,31344.82
CN_FX_RESERVES,2018-03-01,31428.2
CN_FX_RESERVES,2018-04-01,31248.52
CN_FX_RESERVES,2018-05-01,31106.23
CN_FX_RESERVES,2018-06-01,31121.29
CN_FX_RESERVES,2018-07-01,31179.46
CN_FX_RESERVES,2018-08-01,31097.16
CN_FX_RESERVES,2018-09-01,30870.25
CN_FX_RESERVES,2018-10-01,30530.98
CN_FX_RESERVES,2018-11-01,30616.97
CN_FX_RESERVES,2018-12-01,30727.12
CN_FX_RESERVES,2019-01-01,30879.24
CN_FX_RESERVES,2019-02-01,30901.8
CN_FX_RESERVES,2019-03-01,30987.61
CN_FX_RESERVES,2019-04-01,30949.53
CN_FX_RESERVES,2019-05-01,31010.04
CN_FX_RESERVES,2019-06-01,31192.34
CN_FX_RESERVES,2019-07-01,31036.97
CN_FX_RESERVES,2019-08-01,31071.76
CN_FX_RESERVES,2019-09-01,30924.31
CN_FX_RESERVES,2019-10-01,31051.61
CN_FX_RESERVES,2019-11-01,30955.91
CN_FX_RESERVES,2019-12-01,31079.24
CN_FX_RESERVES,2020-01-01,31154.97
CN_FX_RESERVES,2020-02-01,31067.18
CN_FX_RESERVES,2020-03-01,30606.33
CN_FX_RESERVES,2020-04-01,30914.59
CN_FX_RESERVES,2020-05-01,31016.92
CN_FX_RESERVES,2020-06-01,31123.28
CN_FX_RESERVES,2020-07-01,31543.91
CN_FX_RESERVES,2020-08-01,31646.09
CN_FX_RESERVES,2020-09-01,31425.62
CN_FX_RESERVES,2020-10-01,31279.82
CN_FX_RESERVES,2020-11-01,31784.9
CN_FX_RESERVES,2020-12-01,32165.22
CN_FX_RESERVES,2021-01-01,32106.71
CN_FX_RESERVES,2021-02-01,32049.94
CN_FX_RESERVES,2021-03-01,31700.29
CN_FX_RESERVES,2021-04-01,31981.8
